,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
109,Doug's Easy Applesauce,"['12 medium apples - peeled, cored and chopped', '⅓ cup light brown sugar', '1 ½ teaspoons ground cinnamon', '1 ½ teaspoons lemon juice', '1 cup apple cider', '1 pinch salt, or to taste']","['Mix apples, brown sugar, cinnamon, lemon juice, apple cider, and salt together in a large pot over medium-high heat. Bring to a boil, then reduce heat to low and simmer for until apples are soft, about 20 minutes. Use a potato masher while cooking to help break down the apples. Serve warm or cool.']",Doug Matthews,"Updated on September 6, 2022",4.8,"[{'Prep Time': '15 mins'}, {'Cook Time': '20 mins'}, {'Total Time': '35 mins'}, {'Yield': '8 servings'}]",8,https://www.allrecipes.com/thmb/Q4QiLEsx0TrR9ozZeWBDwrHK2DI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4787602-2cf8048f23df4c669759652f702869b0.jpg, Applesauce,"['$7.23', '$0.24', '$0.12', '$0.05', '$0.32']",7.96,"{'calories': '1531', 'protein': '6g', 'total_fat': '4g', 'carbs': '402g'}"
110,Easy Cranberry Applesauce,"['2 pounds apples - peeled, cored, and cut into 1-inch chunks', '1 cup fresh cranberries', '¼ cup white sugar', '3 tablespoons water', '½ teaspoon ground cinnamon', '1 pinch salt', '1 ½ teaspoons lemon juice']","['Stir apples, cranberries, sugar, water, cinnamon, and salt together in a saucepan. Bring to a boil, reduce heat to low, and cook until apples and cranberries are tender, about 20 minutes. Remove from heat.', 'Stir lemon juice into cranberry mixture.', 'Mash cranberry mixture with a wooden spoon or fork to make a chunky sauce.']",Annette Zipple Walen,"Updated on September 26, 2022",4.3,"[{'Prep Time': '10 mins'}, {'Cook Time': '20 mins'}, {'Total Time': '30 mins'}, {'Yield': '6 servings'}]",6,https://www.allrecipes.com/thmb/KYPz8kgMwLhrGe87AIMZ9mapUtY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1061235-3ad670f1e2774d8dbf14ef3e01e73989.jpg, Applesauce,"['$3.00', '$0.66', '$0.07', '$0.04', '$0.05']",3.82,"{'calories': '714', 'protein': '2g', 'total_fat': '1g', 'carbs': '188g'}"
111,Instant Pot® Applesauce,"['1  lemon', '1  cinnamon stick', '1 (1/4 inch thick) slice fresh ginger', '1  star anise pod', '2  whole cloves', '  1 piece cheesecloth', '3 pounds apples - peeled, cored, and quartered', '½ cup water', '½ teaspoon salt', '2 tablespoons brown sugar, or more to taste']","['Use a vegetable peeler to remove 2 thick strips of lemon peel, being careful to avoid the bitter pith. Tie up lemon peel, cinnamon stick, ginger, star anise, and cloves in cheesecloth for easy retrieval after cooking.', ""Place apples in a multi-functional pressure cooker (such as Instant Pot®). Add cheesecloth bundle, water, and salt. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 5 minutes. Allow 10 to 15 minutes for pressure to build."", ""Release pressure using the natural-release method according to manufacturer's instructions, 15 to 20 minutes. Avoid releasing pressure manually as hot applesauce may splutter up through the vent. Remove the cheesecloth bundle with a slotted spoon and discard."", 'Mix brown sugar into the applesauce until dissolved. Taste and adjust the level of sweetness if needed.']",LauraF,"Published on April 15, 2020",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '15 mins'}, {'Additional Time': '15 mins'}, {'Total Time': '45 mins'}, {'Yield': '3 3/4 cups'}]",30,https://www.allrecipes.com/thmb/-zgmcJIUQuLQa8ArHpCIC3lqmZs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5737620-ad11cb81888d4ddf9da26fc25fefa664.jpg, Applesauce,"['$0.50', '$0.18', '$0.01', '$0.06', '$0.10', '$4.51', '$0.08']",5.44,"{'calories': '844', 'protein': '5g', 'total_fat': '2g', 'carbs': '225g'}"
112,Superb Cranberry Sauce with Apples and Pears,"['5 (3 inch) cinnamon sticks', '8  whole allspice berries', '8  whole cloves', '6 cups fresh cranberries', '2 ¼ cups orange juice', '4  Gala apples, peeled, cored and diced', '4  Bosc pears, peeled, cored and diced', '3 cups white sugar', '1 cup brown sugar']","['Place the cinnamon sticks, allspice berries, and cloves onto the center of a 8 inch square piece of cheesecloth. Gather together the edges of the cheesecloth, and tie with kitchen twine to secure. Place the sachet into a large saucepan along with the cranberries and orange juice. Bring to a boil over high heat, and cook until the berries begin to burst, about 10 minutes.', 'Stir in the apples, pears, white sugar, and brown sugar. Return to a boil, then reduce heat to medium-low, and simmer about 25 minutes until the apples and pears are slightly soft. Remove and discard the spice sachet. Scrape the sauce into a bowl, cover, and refrigerate overnight. Serve cold.']",Lisa Gentzler Shafer,"Updated on September 26, 2022",4.8,"[{'Prep Time': '20 mins'}, {'Cook Time': '40 mins'}, {'Additional Time': ' 8 hrs'}, {'Total Time': ' 9 hrs'}, {'Yield': '8 cups'}]",32,https://www.allrecipes.com/thmb/r16dkR3PihHAhE4BG_ULnQifg9U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1873327-7fceb32cc4eb44b9ba542feff9a33f4a.jpg, Applesauce,"['$0.71', '$0.11', '$0.40', '$3.99', '$1.13', '$2.41', '$2.36', '$0.83', '$0.71']",12.65,"{'calories': '4507', 'protein': '12g', 'total_fat': '6g', 'carbs': '1167g'}"
113,Rosy Strawberry Rhubarb Applesauce,"['5 large Red Delicious apples, finely chopped', '4 cups hulled and halved strawberries', '4 cups finely chopped rhubarb', '½ cup white sugar', '¼ cup water', '2 teaspoons vanilla extract, or to taste']","['Combine apples, strawberries, rhubarb, sugar, and water in a large pot. Bring to a boil; cover and simmer, stirring occasionally, until apples are tender, about 20 minutes. Remove from heat and stir in vanilla extract.']",Mina Y,"Published on June 19, 2020",5.0,"[{'Prep Time': '20 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '45 mins'}, {'Yield': '6 cups'}]",12,https://www.allrecipes.com/thmb/XgyWIAZRT5dXtfgqBYTKqYhbbME=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4528022-b02e6ea7bdd34dbd84e81961282a8ff2.jpg, Applesauce,"['$4.93', '$5.14', '$2.96', '$0.14', '$0.60']",13.77,"{'calories': '1274', 'protein': '11g', 'total_fat': '4g', 'carbs': '320g'}"
114,Chunky Cinnamon-Orange Applesauce,"['12  Granny Smith apples - peeled, cored, and cut into large chunks', '1 ½ cups freshly squeezed orange juice', '¾ cup white sugar, or to taste', '2 tablespoons brown sugar', '1 tablespoon ground cinnamon, or to taste', '2 teaspoons orange zest', '2 teaspoons lemon zest', '1 teaspoon ground nutmeg', '¼ teaspoon freshly squeezed lemon juice']","['Cook apples and orange juice in a large heavy pot over medium heat, stirring frequently, until apples begin to soften, about 10 minutes. Stir white sugar, brown sugar, cinnamon, orange zest, lemon zest, nutmeg, and lemon juice into apples. Cook, stirring often, until applesauce is chunky and thickened, about 25 minutes. Serve warm or chilled.']",Annie,"Updated on January 14, 2022",4.8,"[{'Prep Time': '15 mins'}, {'Cook Time': '35 mins'}, {'Total Time': '50 mins'}, {'Yield': '6 cups'}]",12,https://www.allrecipes.com/thmb/s34xU-HcYhdl_lc8gI6VGjqLr3A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/940682-1ba943d84228497c91a3720f7745bc00.jpg, Applesauce,"['$9.66', '$0.76', '$0.21', '$0.08', '$0.33', '$0.22', '$0.33', '$0.15']",11.74,"{'calories': '2008', 'protein': '8g', 'total_fat': '5g', 'carbs': '522g'}"
115,Apple-Pear Sauce,"['6  Red Delicious apples - peeled, cored, and cut into cubes', '4  Asian pears - peeled, cored, and cut into cubes', '½ cup apple cider', '2 tablespoons white sugar', '2 tablespoons ground cinnamon']","['Heat a large skillet over medium-high heat. Stir apples, Asian pears, and apple cider together in the skillet until the fruit is mushy, about 10 minutes.', 'Smash the apples and pears with the back of a wooden spoon until no large chunks remain; continue cooking until thickened, 20 to 30 minutes more.', 'Stir sugar and cinnamon into the sauce; cook, stirring occasionally, until the sugar dissolves completely, 5 to 7 minutes more.']",ztcopley,"Updated on January 14, 2022",4.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '35 mins'}, {'Total Time': '50 mins'}, {'Yield': '3 cups'}]",12,https://www.allrecipes.com/thmb/l0pytFAhrZYKpjSurUXDuIT1jJU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1715101-cf2e18d07cd84c63a52847b7688ed88d.jpg, Applesauce,"['$4.83', '$2.36', '$0.16', '$0.03', '$0.65']",8.03,"{'calories': '1159', 'protein': '6g', 'total_fat': '3g', 'carbs': '309g'}"
116,Cranberry Pomegranate Sauce,"['2 large tart apples', '2  pomegranates, peeled and seeds separated', '1 (16 fl oz) bottle pomegranate juice', '2 cups white sugar', '2 large  oranges', '2 (12 ounce) bags fresh cranberries, rinsed and sorted', '1 cup pecans, chopped']","['Peel and core apples, and put peelings and cores in a small saucepan with pomegranate seeds, 1/2 cup juice, and 1/2 cup sugar. Bring to a boil, and then reduce heat to simmer. Cook for 30 minutes.', 'Chop the peeled apples, and place in a large saucepan. Remove zest from half of one orange, chop very fine, and add to apples. Peel oranges, chop coarsely, and add to pan along with cranberries and remaining juice and sugar. Bring to a boil, reduce heat to simmer, and cook for 30 minutes.', 'Remove small pan from heat, and strain juice into larger pan. Cool solids slightly, and then push though a sieve to remove seeds and peels, adding remaining pulp to larger pan. Stir in nuts, if desired. Cook about 10 minutes longer. Serve warm, room temperature, or chilled.']",Carolyn Bunkley,"Updated on September 26, 2022",4.5,"[{'Prep Time': '30 mins'}, {'Cook Time': '45 mins'}, {'Total Time': ' 1 hr 15 mins'}, {'Yield': '5 cups'}]",24,https://www.allrecipes.com/thmb/FP1Z1a0S0Kz1EwPesSEWuR5QLE4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/519878-d7f39d8dacf142eaa56610190a8e2aea.jpg, Applesauce,"['$1.97', '$3.12', '$4.97', '$0.55', '$0.82', '$4.52', '$3.08']",19.03,"{'calories': '3665', 'protein': '26g', 'total_fat': '82g', 'carbs': '766g'}"
117,Slow-Cooker Apple Raspberry Sauce,"['12  green apples - peeled, cored, and cut into chunks', '1 (12 ounce) package frozen raspberries', '¾ cup water', '⅓ cup brown sugar, or more to taste', '1 teaspoon ground cinnamon', '¼ teaspoon ground nutmeg, or more to taste (Optional)']","['Combine apples, raspberries, water, brown sugar, cinnamon, and nutmeg in a slow cooker crock.', 'Cook on Low until apples can easily be mashed, about 6 hours.']",Karen Rose,"Published on March 5, 2020",4.0,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 6 hrs'}, {'Total Time': ' 6 hrs 10 mins'}, {'Yield': '10 servings'}]",10,https://www.allrecipes.com/thmb/o7H7Esl-iBlq0jvXAlhFYpV8xtc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1166107-d3ac2f3295b7414e9d4b61723281e525.jpg, Applesauce,"['$9.66', '$5.10', '$0.24', '$0.08', '$0.04']",15.12,"{'calories': '1598', 'protein': '9g', 'total_fat': '6g', 'carbs': '415g'}"
118,Grandma's Cranberry Sauce,"['1 (12 ounce) bag cranberries', '2  navel oranges - washed thoroughly, unpeeled, cut into quarters', '3  apples - peeled, cored and halved', '1 cup pecans', '1 cup white sugar, or to taste']","['Place the cranberries, oranges, apples, pecans, and sugar in the bowl of a food processor. Process until all ingredients are evenly ground, 2-3 minutes. Pour mixture into a bowl, cover, and refrigerate at least 2 days before serving.']",SJHOMER,"Updated on September 26, 2022",4.4,"[{'Prep Time': '15 mins'}, {'Additional Time': '2 days'}, {'Total Time': '2 days 15 mins'}, {'Yield': '20 servings'}]",20,https://www.allrecipes.com/thmb/O3a6DN_iFRVmR82zY0exQxhHrT0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4583623-9619a4f6fb084d64ad6633d823d5c142.jpg, Applesauce,"['$2.26', '$0.93', '$1.81', '$3.08', '$0.28']",8.36,"{'calories': '2031', 'protein': '14g', 'total_fat': '73g', 'carbs': '364g'}"
119,Lemon Ginger Cranberry Applesauce,"['1 (12 ounce) bag fresh cranberries', '2 large apples - peeled, cored, and diced', '1 cup water', '1 cup sugar', '½ cup lemonade concentrate', '1 teaspoon grated fresh ginger ', '⅛ teaspoon salt']","['Stir cranberries, apples, water, sugar, and lemonade concentrate together in a saucepan. Bring to a boil, stirring occasionally, and reduce heat to medium low.', 'Stir ginger and salt into cranberry mixture and simmer until cranberries burst and apples are tender, 20 minutes. Chill in the refrigerator.']",Tessa Goodpaster,"Updated on September 26, 2022",5.0,"[{'Prep Time': '10 mins'}, {'Cook Time': '20 mins'}, {'Total Time': '30 mins'}, {'Yield': '12 servings'}]",12,https://www.allrecipes.com/thmb/rhj8hpSMWrDSLq-PjTUuOVssEGM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2970691-ebdd7755d2534b69822d03bf1f5aa7d6.jpg, Applesauce,"['$2.26', '$1.48', '$0.28', '$0.84', '$0.01']",4.87,"{'calories': '1391', 'protein': '3g', 'total_fat': '2g', 'carbs': '360g'}"
120,Spiced Apple Topping for Pancakes,"['1 tablespoon all-purpose flour', '1 teaspoon ground cinnamon', '¼ teaspoon ground nutmeg', '1 pinch ground cloves', '1 pinch salt', '  cooking spray', '3 large apples - peeled, cored, and sliced', '¼ cup almond milk', '¼ cup pure maple syrup', '1 tablespoon vanilla extract']","['Preheat the oven to 375 degrees F (190 degrees C). Combine flour, cinnamon, nutmeg, cloves, and salt in a small bowl.', 'Grease a pie pan or 8-inch square baking pan with cooking spray. Place apple slices in the prepared pan and sprinkle with flour mixture. Drizzle milk, maple syrup, and vanilla over top; toss to coat.', 'Bake in the preheated oven until apples are tender (not mushy), 25 to 30 minutes.']",Chef V,"Published on November 13, 2016",4.0,"[{'Prep Time': '10 mins'}, {'Cook Time': '25 mins'}, {'Total Time': '35 mins'}, {'Yield': '6 servings'}]",6,https://www.allrecipes.com/thmb/O5h5Q0CqYcBs4KRgTdw3Mx8vlwI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9390812-a0d20561e9484948a1f3022323695fe3.jpg, Applesauce,"['$0.01', '$0.08', '$0.04', '$0.02', '$2.22', '$0.13', '$2.05', '$0.97']",5.52,"{'calories': '647', 'protein': '2g', 'total_fat': '2g', 'carbs': '156g'}"
121,Cran-Apple-Pear Sauce,"['2 (16 ounce) cans whole berry cranberry sauce', '1 (20 ounce) can apple pie filling', '2 (15 ounce) cans sliced pears, drained']","['In a medium bowl, stir together the cranberry sauce, apple pie filling and pears. Chill until serving.']",TIFFSMITH,"Updated on September 26, 2022",4.7,"[{'Prep Time': '5 mins'}, {'Total Time': '5 mins'}, {'Yield': '12 servings'}]",12,https://www.allrecipes.com/thmb/9AHUQd7k4O63_tBsxwocSGHCN08=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1037335-235ef048080549ef896c542983e2b431.jpg, Applesauce,"['$3.56', '$2.43', '$2.82']",8.81,"{'calories': '2494', 'protein': '11g', 'total_fat': '3g', 'carbs': '643g'}"
122,Sam's Kicking Cranberry Sauce,"['1 (12 ounce) package fresh cranberries', '1 (16 ounce) can whole cranberry sauce', '1 (12 ounce) jar orange marmalade', '⅓ cup diced onion', '1  apple - peeled, cored, and chopped', '1  green bell pepper, chopped', '¾ teaspoon salt', '1  jalapeno pepper, seeded and minced', '1  lime, juiced', '⅓ cup orange liqueur ']","['In a saucepan over medium heat, combine the fresh whole cranberries, cranberry sauce, orange marmalade, onion, apple, green bell pepper, salt, jalapeno, lime juice and liqueur.', 'Cook until cranberries crack open. Reduce heat and simmer until contents reduce by one third (approximately 3 hours). Remove from heat, cover and allow to cool overnight.']",Sam Lillard,"Updated on September 26, 2022",4.3,"[{'Prep Time': '15 mins'}, {'Cook Time': ' 3 hrs'}, {'Additional Time': ' 8 hrs'}, {'Total Time': ' 11 hrs 15 mins'}, {'Yield': '12 servings'}]",12,https://www.allrecipes.com/thmb/kJRAA_kS74iO5hKBIhlkYRpdz8U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4153596-ecba7d8b9c6e4b2cbd2d07846017dfcd.jpg, Applesauce,"['$2.26', '$1.78', '$2.07', '$0.12', '$0.60', '$0.36', '$0.06', '$0.25', '$3.52']",11.02,"{'calories': '2108', 'protein': '9g', 'total_fat': '2g', 'carbs': '514g'}"
123,Awesome and Easy Cranberry Sauce,"['1 (12 ounce) bag cranberries', '1  Gala apple, cored and cut into chunks', '1  pear, cored and cut into bite-size chunks', '1 teaspoon lemon juice', '¼ cup water', '¼ cup white sugar, or more to taste']","['Stir the cranberries, Gala apple, pear, lemon juice, water, and white sugar together in a saucepan over medium heat; bring to a boil, reduce heat to low, and cook at a simmer until the cranberries pop and the liquid is absorbed, 20 to 30 minutes.']",Laura,"Updated on September 26, 2022",3.6,"[{'Prep Time': '10 mins'}, {'Cook Time': '20 mins'}, {'Total Time': '30 mins'}, {'Yield': '8 servings'}]",8,https://www.allrecipes.com/thmb/bW2MLCFpYd4W08RcLoTgfoui794=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2008629-585bc7a3e0bd4c2192940471d447ca19.jpg, Applesauce,"['$2.26', '$0.60', '$0.59', '$0.03', '$0.07']",3.55,"{'calories': '546', 'protein': '2g', 'total_fat': '1g', 'carbs': '143g'}"
124,Fresh Applesauce,"['3 pounds apples - peeled, cored and chopped', '3 cups water', '1 cup white sugar', '1 tablespoon lemon juice']","['Place apples in a large saucepan and just barely cover with water. Simmer over medium-low heat until apples are tender, 15 to 20 minutes.', 'Run cooked apples through a food mill or blender. Stir in the sugar and lemon juice. Cook over medium heat for about 3 to 5 minutes.']",Rachel,"Updated on August 22, 2022",4.6,"[{'Prep Time': '15 mins'}, {'Cook Time': '30 mins'}, {'Total Time': '45 mins'}, {'Yield': '4 cups plus'}]",8,https://www.allrecipes.com/thmb/VPG-WyyUJfU81TbniI-OxmIlXfE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/431603-81785839b055485582ceaa4ab6bcbbb4.jpg, Applesauce,"['$4.51', '$0.28', '$0.10']",4.89,"{'calories': '1480', 'protein': '3g', 'total_fat': '2g', 'carbs': '388g'}"
